date,likesCount,commentsCount,text,Sentiment
2023-12-14T23:29:27.000Z,18,31.0,nasa is a reliable source  i really dont understand how people can be so ignorant,Positive
2023-12-15T13:52:43.000Z,0,,la tendencia del calentamiento se mantiene genera incertidumbre y preocupacin superaremos la meta del  c no hay duda,Neutral
2023-12-15T19:30:04.000Z,1,1.0,i wonder if over population has anything to do with this ,Neutral
2023-12-15T03:23:16.000Z,1,3.0,did the canadian wilfires have an effect,Neutral
2023-12-14T17:59:40.000Z,0,,vielleicht ist ja die nordhalbkugel zz etwas mehr der sonne zugeneigt ,Neutral
2023-12-15T07:54:52.000Z,0,1.0,my friend ben ben thinks climate change is a hoax and thinks all the scientists who study it are corrupted by big climate dunno,Neutral
2023-12-15T15:47:22.000Z,4,13.0,what agenda is nasa pushing now,Neutral
2023-12-14T20:33:40.000Z,6,1.0,joe has it all figured out how to fix it,Neutral
2023-12-14T17:29:18.000Z,34,10.0,everyone knows whats going to happen why its happening  what to do and how to make a change yet we are moving faster towards the catastrophic future,Neutral
2023-12-14T22:58:57.000Z,0,,oooooohotoooooobad,Neutral
2023-12-15T05:06:23.000Z,0,,,Neutral
2023-12-14T22:14:03.000Z,0,2.0,and,Neutral
2023-12-14T19:44:08.000Z,0,17.0,move the thermometer back to where it was then  not on tarmac,Neutral
2023-12-15T07:25:17.000Z,0,4.0,what is the reason of this global augmentation of temperature,Neutral
2023-12-14T22:33:46.000Z,0,6.0,after human extinction carbon in the atmosphere will vanish and the earth will return to whatever climate trends would have happened without us,Neutral
2023-12-14T17:19:36.000Z,21,19.0,november and december has been the coldest ever in sweden we had snow since middle of november and getting c,Neutral
2023-12-14T17:37:14.000Z,4,4.0,"back in the s we used to wear sweaters on christmas here in honduras
now its so hot we need to be inside a room with ac

the world has changed 
it can get over f over here something unprecedented in the s",Positive
2023-12-14T21:06:38.000Z,2,,edward motzi this sounds like you,Neutral
2023-12-15T21:05:42.000Z,0,,theres still plenty of  flat earthers around,Negative
2023-12-15T02:03:06.000Z,2,93.0,its all happened before,Neutral
2023-12-15T02:31:07.000Z,0,,y cada ao ser ms caliente,Neutral
2023-12-15T11:10:31.000Z,0,1.0,,Neutral
2023-12-24T07:26:22.000Z,0,,there is no time ,Neutral
2023-12-25T13:34:39.000Z,0,,heavy rain heiker mendozaa,Negative
2023-12-16T18:20:51.000Z,3,9.0,,Neutral
2023-12-15T11:02:48.000Z,3,1.0,bs,Neutral
2023-12-15T19:04:09.000Z,0,,"at a rate of  breaths per minute join the indoor air quality movement stay informed with alerts guiding you to leave areas with air pollution that may pose health risks over time 
inflationreductionaction
energyreductionaction",Neutral
2023-12-15T14:26:45.000Z,0,,these turd stains think its funny,Positive
2023-12-14T21:29:19.000Z,1,,fake garbage nasa lies,Negative
2023-12-14T17:25:52.000Z,1,,bs,Neutral
2021-10-31T16:30:32.000Z,3,17.0,agw is not linear ,Neutral
2021-10-31T16:02:45.000Z,24,18.0,cue the deniers screaming over this being  fake news,Negative
2021-10-31T20:33:24.000Z,4,14.0,note that the climb really starts in   exactly when chinas massive industrial development began,Positive
2021-11-01T15:42:25.000Z,120,72.0,you are being gaslighted have any of you heard at any time how the science of global temperature is measured probably not which is why its so easy for nasa to fool you they believe it themselves its been so successful a campaign you all look at weather which is chaotic and always has been you just hear more about it so you think its a real problem appeal to authority is a logical fallacy and this subject is rife with it check out some of the opposing thought on the subject mostly by scientist that no longer have anything to lose professors emeritus retired climate scientists they tell the truth the orbit of jupiter has more to do with our climate than carbon and the sun is the major factor along with water vapor plants die at  ppm carbon and  ppm is no big deal we have had ice ages with carbon at ppm do your own research people ,Positive
2021-11-02T06:13:57.000Z,4,,to me its just amazing to see how locked in the warming has been since   like a turning point was hit in ,Positive
2021-10-31T16:09:28.000Z,3,,thats one scary graph costume,Negative
2021-11-01T07:04:01.000Z,0,1.0,"nasa climate change can you post graphics of industry revolution and the relation with co emissions or other gases that affect climate
regards",Negative
2021-11-01T11:27:28.000Z,1,,yep i remember cooler halloweens,Neutral
2021-11-02T01:11:13.000Z,0,,when will we all agree to just stop burning stuff probably never at least in my lifetime,Negative
2021-11-03T13:55:11.000Z,0,,as soon as possible we should change our lifestyles ,Neutral
2021-11-01T15:56:25.000Z,1,,i wish if i shared this i could also share all of your responses to the doubters in comments theyre brilliant,Positive
2021-10-31T20:48:42.000Z,0,,erin haas brassil check out the anoka reference in the post for this nasa climate graph,Neutral
2021-11-01T11:28:34.000Z,0,,scary ,Negative
2021-10-31T20:22:18.000Z,3,,our planet and especially earths ecosystems including humans are experiencing constant threats to  extinction humanity at first  climate crisis pandemics near earth flying objects eg appophis and other asteroids ozone layer destruction or magnetic field altering or weakening and so on not speaking already about techogenical catastrophs if people were thinking about that would be very helphul for ourselvesbut till now we have some sceptics denying clear signs,Positive
2021-10-31T18:40:27.000Z,34,30.0,here is what you need to know about climate changeno one can define it its a big scary phrase used to part you with your moneywhich when you come to think about it everything is used to part you with your money so you should have seen it coming,Negative
2021-11-04T02:23:09.000Z,0,1.0,what do we do  congress is negotiating away planet protections  oil and gas gluttons are winning the fight and we are just about out of time  want to remain hopeful but its getting tougher what can we do,Positive
2021-11-03T20:01:07.000Z,1,,a good visual representation of those memories that so many of us have of it being colder when we were growing up,Positive
2021-11-03T13:13:37.000Z,0,,jusst jess,Neutral
2021-11-02T23:20:23.000Z,0,3.0,"carbon increases oxygen decreases

is there a graph of nitrogen in the atmo  shame we cant use that for energy",Neutral
2021-11-02T14:10:42.000Z,0,,the industrial revolution was the beginning of the end for the human species,Neutral
2021-11-02T10:42:40.000Z,3,,woah nasa had the scariest halloween post ive seen this year ,Neutral
2021-11-02T08:34:49.000Z,2,,nasa climate change can surely drop the mic now bravo,Positive
2021-11-01T20:18:58.000Z,5,11.0,"at about  bp there was a c rise in global surface temperature in less than a century followed by an equally precipitous drop by c in less than a century has anybody ever explained that petit et al nature  wover  citations

then there was that retreat of the laurentide glacier from the current location of moraine ohio that began about  years ago what i want to know is when we gain control of global surface temperature  a power we have never had  are we going to bring the glacial ice pack all the way back down to cover dayton or only enough to smother canada

climate change gave us canada dont hate canada

it also gave us lake erie niagara falls nantucket marthas vineyard cape cod the british isles scandinavia and switzerland

for the love of cheese and chocolate dont hate switzerland

and if youre ever on almenalp above the kander valley just imagine kandersteg under  meters of pack ice as you look over to the alpine pasture on the opposite side",Negative
2021-11-01T19:20:49.000Z,2,,i am not blaming or deamoning industrialization but western industrialization is the cause now we know the cause kindly direct statement to causing nations to upgrade industrialization to  to accommodate climate improvement,Positive
2021-11-01T17:36:50.000Z,5,,give up nasa internet has liberated its google scientists and they say youre fake so let us with our naturally warming flat earth ,Negative
2021-11-01T12:49:15.000Z,1,,fact  during the s houses built in miami and south florida  had fireplaces  none do anymore but they are slowly being eliminated into new housing constructed the further north you go  ,Negative
2021-11-01T10:46:34.000Z,19,3.0,thanks for defining anomaly in this context it is tiresome to have to explain the term repeatedly for people who cannot be bothered to look it up,Negative
2021-11-01T07:50:31.000Z,0,,the mother earth is in sorrow can we do something,Neutral
2021-11-01T07:35:39.000Z,3,,the evidence screams that were on a collision course with a bad future if we do not change asap its about time politicians get off their penguin asses and enforce changes to  industry to reverse this ominous trend,Negative
2021-11-01T05:26:12.000Z,0,2.0,if it is a recurring cycle why dont we plan for it and be prepared for the destruction that comes,Neutral
2021-11-01T04:44:57.000Z,0,,so depressing,Negative
2021-10-31T23:38:16.000Z,15,,"do you remember the famous  study  that  of climate science supported the consensus on humancaused climate change well we have just published an update for  papers in the same journal environmental research letters the figure is now drumroll please
httpsnewscornelledustoriesmorestudiesagreehumanscausedclimatechange",Positive
2021-10-31T21:04:51.000Z,37,,as elizabeth kolbert said in her book the sixth extinction  man is doomed to be the sixth extinction if we do not act aggressively  immediately to address climate change,Neutral
2021-10-31T19:15:08.000Z,62,52.0,too bad we dont see oct  or  just keep going back and you will find the medieval warming period peak as high as we are now back well before the little ice age  ,Negative
2021-10-31T16:14:34.000Z,9,22.0,scary this is a great graphic to remind everyone that correlation is not causality we know that even though kids want halloween to be warm the advent of trick or treating and such wishes did not cause global temperature rises since then for that we should consult the experts who know even more was far more than what is shown in a single graph edited for clarity,Positive
2021-10-31T16:13:21.000Z,1,,wow  years this year i didnt know that,Positive
2021-11-01T19:44:03.000Z,0,,jimmy valmer ,Neutral
2021-11-02T22:20:56.000Z,0,,"you are a big lier
the earth is flat
the weather warmnes is beacause of harp chemtrails andthat you and your friends did
its not about weather its about control
its new enorm",Positive
2021-10-31T20:21:34.000Z,1,,small consolation but itll be in the high s as darkness falls where i live so hopefully fewer folks will be burning wood and triggering asthma attacks and misery among young and old alike,Positive
2022-12-22T18:12:11.000Z,126,14.0,i can only hope to someday attain the level of patience the person running nasas social media has,Positive
2022-12-24T13:24:57.000Z,7,,great post nasa climate change no doubt the fossil fuel trolls will soon be out in force,Positive
2022-12-22T17:45:43.000Z,17,4.0,weather is not climate climate allows extremes in weather whether it is extreme heat or cold or extreme drought or extreme precipitationsnow,Negative
2022-12-23T05:54:15.000Z,8,8.0,its amazing that well educated people i know still claim the global warming of today is just sheer coincidense hence continuing to hide their heads in the sand also they cant seem to get it into their heads that its not so much about hot weather but more aboutextreme weather which we do have plenty of now,Positive
2022-12-22T16:55:06.000Z,43,,thank you for the research you do and for sticking to the science when people want it politicize it,Neutral
2022-12-22T21:41:52.000Z,0,7.0,perhaps there are new lives being born who will have solutions to problems,Positive
2023-04-02T21:07:57.000Z,0,,its been getting warmer ever since the end of the little ice age how surprising  ,Positive
2022-12-22T23:04:04.000Z,0,4.0,"what ppm were the co levels in atmosphere about million years ago 
i found a graph that claims ppm just wanted to see if thats legit though if the correlation with co in atmosphere and global avg temp is anything to go by it would explain why a large portion of life on earth was cold blooded right",Negative
2022-12-22T17:20:18.000Z,10,27.0,do you have another graph for before i listened to randall carlson talk about historic temperatures and sea level changes what is your source of information nasa goes to for such recordsid like to compare his charts with nasas his charts go back around  years ago,Neutral
2022-12-22T17:13:36.000Z,38,1.0,"the deniers dont realize that it may be  degrees colder here but its that much warmer somewhere else on the planet 
thermal energy just doesnt disappear",Positive
2022-12-22T17:14:46.000Z,28,26.0,"nasa climate change how well were climate stations dispersed in  what assumptions are made in terms of comparability of data from back then until now

it does make much sense to post data points for individual months",Positive
2022-12-23T03:05:33.000Z,0,,temperature increase was constantly rising up as the data suggest and extremes were more frequent i hope they also include extremes too maybe next extreme can be predicted,Positive
2022-12-23T02:49:39.000Z,1,6.0,"pleasenasa climate change 
     
    every year the world emits  billion tons of greenhouse gases into the atmosphere to prevent a climate catastrophe we need to reduce this number to zero by the year  and we must act now to do sothis is a measure of the general consumption rate on the planet for the year  ad  can you know the general consumption rate for the year  ad   thank you very much for the answer i love you all and wish you continued success",Positive
2022-12-23T13:58:31.000Z,0,,,Neutral
2022-12-23T01:46:05.000Z,0,2.0,how at some stages like  to  temperature drops in the graph,Neutral
2022-12-22T16:55:15.000Z,0,,,Neutral
2023-01-12T00:14:21.000Z,0,,the next time youre sitting in bumper to bumper traffic with cars lined further than you can see and then realize that every car expels  pounds of carbon per gallon burned   it adds up,Neutral
2022-12-22T17:13:44.000Z,55,2.0,to those who cite a very cold day as evidence against global warming stephen colbert once said and world hunger is over because i just ate lunch,Negative
2023-01-09T19:11:04.000Z,0,,in our area of the country pa a lot of the snow plowing people are republican who have been against emissions laws karma is a btch,Neutral
2022-12-22T23:58:58.000Z,0,,politicians keep your hands off our scientists well done nasa forreal ,Neutral
2022-12-23T13:49:13.000Z,3,,"funny how every winter after a big blizzard the same clowns will use it as their proof global warming is not true 

unfortunately a significant percentage of americans vehemently  deny the reality of human induced global warning not based on facts but solely based on their political followings 

the science denial of the republican party is one of the biggest threats to our planet",Positive
2022-12-24T11:48:53.000Z,0,,men argue nature acts,Neutral
2022-12-22T18:47:19.000Z,0,2.0,never seen loess spelled that way must be american spelling ,Neutral
2022-12-23T07:24:02.000Z,1,1.0,despite amazing scientific research not a single government in the world is prepared to address the problem of fossil fuel,Positive
2022-12-25T14:58:52.000Z,1,,"how can we bring students who are lacking skills up to speed on greenhouse gases  global warming i made this graphicsrich resource for our ela and sped students which then became requested by college prep  honors students  starting from what is a greenhouse we carefully move from one idea to the next bringing all the students to where they need to be

httpskaisersciencewordpresscombiologythelivingenvironmenthumanimpactonecosystemsglobalwarmingandgreenhousegases

after that at this next link i offer deeper related resources

httpskaisersciencewordpresscombiologythelivingenvironmenthumanimpactonecosystems

 humancaused atmospheric changes

 the ozone layer and cfcs

 global warming has not stopped

 global warming industry knew of climate change

 global warming isnt natural and heres how we know

 climate skeptics are not like galileo

 causes of the california wildfires

 the discovery of global warming  a full century ago

globalwarming climatechange teachers ngss stem ecology",Positive
2022-12-24T12:00:57.000Z,0,,youve wrong its been warming since the last ice age k years ago and guess what there will be another ice age one day its a giant cycle,Negative
2023-01-10T02:22:24.000Z,0,,wow crazy stats,Negative
2022-12-23T00:55:51.000Z,0,,how anyone can think we have had no impact on our environment is beyond ignorant,Neutral
2022-12-22T18:39:09.000Z,0,,subir un grado es demasiado,Neutral
2022-12-28T16:43:24.000Z,0,2.0,"so if people are the cause how do you explain why we still arent in the ice agein fact if people cause climate change how do you explain any ice age or recovery 
 and since cold kills more people than warm maybe a bit of global warming is a good thing",Positive
2022-12-22T23:09:19.000Z,1,,"weather is like the clothes you wear on a particular day
climate is the contents of your wardrobe",Positive
2022-12-23T21:54:24.000Z,0,,pourquoi prendre le mois de dcembre  ok cest lhiver dans le nord mais cest lt dans le sud,Positive
2022-12-23T00:22:47.000Z,0,,nous acclrons toujours depuis  ,Neutral
2022-12-23T20:20:44.000Z,0,1.0,just because nasa cant say humancausedglobalwarming doesnt mean the selfexonerating pseudonyms like global warming or climate change land the bullseye institutional denialism,Negative
2022-12-24T02:07:52.000Z,1,,"started with the industrial age s  and beyond  and never in our planets history has there been such a rapid and steady increase of such significant warming as there has been since the beginning of the industrial age  

one pandemic which did not shut down the planet but it drastically reduced the amount of carbon emissions drastically and noticeably  the positive effects of that slowed down activity were dramatic and instant

why cant we just decide to have global slow downs periodically
maybe one month out of every year",Negative
2022-12-28T23:28:24.000Z,0,,for you deniers im just going to say this in short ignorance isnt bliss it just means youre ignorant honestly,Positive
2022-12-23T00:52:06.000Z,0,,so many muppets trying to argue with scientists and satellite data hahaha,Positive
2022-12-22T22:10:28.000Z,0,,ill bet they were talking about a global cooling from   ,Negative
2022-12-28T15:52:52.000Z,0,,httpswwwbarnesandnoblecomwthegreatclimatechangedebateandymay,Neutral
2023-01-11T05:28:35.000Z,0,,all fake numbers again,Negative
2022-12-23T02:33:48.000Z,4,1.0,many people do not understand some very basic facts weather is not climate,Positive
2023-01-11T04:17:21.000Z,0,,you people are absolutely nuts,Positive
2023-01-06T19:05:40.000Z,0,,"the greenhouse effect is concerned with the infrared radiation given off by the earth the suns radiation basically passes through the oxygen and nitrogen in the earths atmosphere and lands on the earths surface where  of it is absorbed  is reflected back into the atmosphere part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth the greenhouses gases ghgs are water vapor ho carbon dioxide co nitrous oxide no and methane ch

how long does co remain in the atmosphere this is a difficult question because there are several processes that remove carbon dioxide from the atmosphere from  to  of the co that is released into the air dissolves into the ocean over a period of  years the rest is removed over several hundred thousand years according to the ipcc fourth assessment report about  of co increase will be removed from the atmosphere within  years another  will be removed within a few centuries and the remaining  may stay in the atmosphere for thousands of years this means that if we could stop carbon dioxide emissions tomorrow the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years methane ch by contrast persists for about  years thus even though methane is  times more potent than carbon dioxide its effect is relatively shortlived furthermore methane has increased from  ppb in  to  ppb today notice that is parts per billion not parts per million

if the emissions of carbon dioxide into the atmosphere are causing global warming how much will the earth warm up by the year  this depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere as a general rule about  trillion tons of additional carbon dioxide in the atmosphere actually  billion will translate to about  ppm of additional carbon dioxide also  ppm of additional carbon dioxide translates to about  f  c in global warming this can be verified by the fact that preindustrial carbon dioxide was about  ppm and is now about  ppm during this period the planet warmed up about  c

scientists have measured the amount of atmospheric carbon dioxide which corresponds to  ppm and have found that this corresponds to  billion metric tons of co in the atmosphere therefore in order to increase the global temperature by  c you would need  x  billion or  billion metric tons of carbon dioxide a metric ton equals  kilograms or  x    pounds the us is the only country in the world that does not use the metric ton in  the world pumped  billion metric tons or  us gt of carbon dioxide into the atmosphere the average per capita emission of carbon dioxide is  metric tons per person per year in the year  there will be about  billion people therefore in  in a businessasusual scenario we can expect the world to emit  x  or  billion metric tons into the atmosphere per year or an average of  billion tons for the next  years ie an accumulation of  trillion tons of co by   less   tt due to carbon sinks the oceans are almost saturated with co the world will have an accumulation of tt    of carbon in the atmosphere dividing  trillion tons of co by  million   c  f  this means that the world will be  f warmer in  than it was in 

the rise in sea level comes from two distinct processes water expansions  feet due to the added  f of increased temperature and melting ice mainly from greenland  feet and the antarctica  feet or  total feet by  as well as increased extraction of groundwater due to irrigation   although we do not usually notice it water expands very slightly as it gets warmer the second and potentially greater contribution to rising sea level comes from the melting of glacial ice antarctica has  of the ice greenland has  of the ice  trillion tons of ice and the remaining  is tied up in continental glaciers which except for the himalayas will all melt by   if greenland completely melts it will raise the sea level by about  feet  meters  if the antarctica completely melts it will add  feet or  meters to the sea level rise   

in the year  i predict that fossil fuels will be almost depleted coal may last until  and that the temperature rise will level off my model predicts that greenland will be losing about  gt of ice per year until the end of the century resulting in about  feet of sea level rise by   in addition the antarctica will add another  feet of sea level rise adding this to the  feet for thermal warming results in a sea level rise of  feet  now add  feet due to melting of the west antarctic ice sheet wais due to the collapse of the pine island and thwaites glaciers and you have a  foot sea level rise by the end of the century  noaa the national oceanic and atmospheric administration states that the oceans could rise  feet by  under a worsecase scenario namely a complete collapse of the wais  

what effect would a  foot sea level rise have on the us miami is one of the most vulnerable places to rising seas about  million americans would see their homes permanently flooded if sea levels rise just  feet if the sea level rises  feet  million americans would see their homes permanently flooded a new study predicts that as many as  million americans in coastal areas will have to relocate by  if the sea level rises  feet  meters which is what i expect to be the most likely scenario

in addition to sealevel rise global warming is contributing to increases in the spread of insectborne illnesses and cropdamaging pests for example diseases such as zika dengue fever and chikungunya are transmitted by mosquitoes which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites research has shown that warmer temperatures shorten the incubation period which means the disease can spread more rapidly warmer temperatures also tend to increase the geographic range of insects

global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans energy is what drives weather while we cannot attribute any particular storm to global warming we can tie an overall trend to global warming it makes logical sense that warm ocean waters give birth to more intense weather generally hurricanes cannot survive for long over sea surfaces that are cooler than about  f  c the longer the ocean waters stay above  f the more opportunity there is for a hurricane to blossom

lastly global warming will result in more droughts floods and water scarcity  demand for water has tripled during the past  years currently a half billion people live in a waterstressed country by  that number is expected to increase to about  billion the vast majority of fresh water about  is used for agriculture on the us east coast much of the water supply comes from surface water whereas most of the midwest gets its water supply from a combination of surface waters and well water the well water comes from underground aquifers such as the ogallala aquifer at present rates of withdrawal parts of the ogallala aquifer water will be available for irrigation for only another  to  years",Positive
2022-12-27T04:01:11.000Z,0,,"is co earths thermostat
carbon dioxide has little or nothing to do with global warming co is currently traced at  ppm that is one carbondioxide molecule for every  parts of the atmosphere humans contribute only a scant  ppm which is  of the total co accumulated in a year co only holds heat for a few seconds and there is not enough of it to drive climate change it is thermodynamically impossible
also bear in mind that water vapor is the earths most abundant and effective greenhouse gas co is only  of the earths chg water vapor is  of the earths ghg and holds heat far longer than co
lastly co will increase only after temperatures rise eg el nino and oceans degas conversely co levels drop as temperatures cool in other words co levels are influenced by heat or the lack thereof and therefore do not drive climate but follow climate
clearly co is actually a thermometer and not a thermostat",Positive
2022-12-25T08:20:00.000Z,0,,httpswwwfacebookcomreel,Neutral
2022-12-23T22:57:24.000Z,0,,,Neutral
2023-01-06T17:20:49.000Z,0,,kevin lay,Neutral
2023-03-04T12:43:59.000Z,0,,"look at this phone case 
bitlyxmdtc
what do you think",Neutral
2022-12-28T09:50:43.000Z,0,,emen,Neutral
2022-12-23T22:57:29.000Z,0,,factvxrayy,Neutral
2020-09-15T22:05:10.000Z,1,,this is our fault,Neutral
2020-09-15T22:05:05.000Z,0,,you show em,Neutral
2020-09-15T21:59:55.000Z,4,,,Neutral
2020-09-15T21:56:22.000Z,0,,iqbal badruddin,Neutral
2020-09-15T21:52:54.000Z,0,,a very real concern ,Positive
2020-09-15T21:52:21.000Z,0,1.0,someone send this to trump ,Neutral
2020-09-15T21:44:55.000Z,0,,anneliese garcia,Neutral
2020-09-16T16:27:14.000Z,0,,just like our government denies that there is global warming well it is an issue the other issue is they cut federal funding for all parks throughout the united states several years ago theyve never got their funding properly back thats why there are so many closed roads throughout our force industry where you cant even get access into these places they stop wood gathering wood cutting and everything to save one f squirrel or a f out for christ sakes open our lands back up that the people back in collect firewood and do what we got to do to keep this s from happening this gets our governments fault for cutting funding for a forestry department and this took place years ago and it never recuperated from it i have not forgotten,Negative
2020-09-15T22:30:56.000Z,2,,some people want to leave mother earth and colonize other planet how about we take care of the one weve got first take her from there if we cant take care of mother earth how we supposed to take care of another planet this is my question mother nature is very angry right now and its because of mankind and the way he treats her its time to wake up before its too late i pray its not too late already,Negative
2020-09-15T23:13:39.000Z,15,11.0,"imagine working at nasa after a life of study and having to spend your days reading jeff explaining you from his baptism degree that the climate always changed
and still answer calmly that goes beyond patience is sanctity",Positive
2023-12-14T17:17:36.000Z,13,42.0,yes but the us mean temperature anomaly  while up a bit in november appears from noaa stats to be declining steadily for last  years this map also appears to show that warmer temperatures are recently being distributed more equitably why should florida and california have all the warm weather and not the arctic,Positive
2023-12-14T17:07:49.000Z,3,3.0,oh well at least its not c just   ,Negative
2023-12-14T16:55:04.000Z,16,,"the c paris agreement red line is dead and the c red line is on life support 

dr james hansen",Negative
2023-12-14T16:51:06.000Z,1,9.0,i presume this burst of heat is el nino related at least i hope so because otherwise we may have passed a climatic tipping point,Negative
2023-12-14T16:37:46.000Z,13,6.0,my fear is keep crying wolf and when the wolf appears no one will care,Negative
2023-12-14T16:31:36.000Z,2,1.0,a cause de lactivit humaine  et pourtant cela ne gne personne que nous soyons  milliards sur terre en ,Neutral
2023-12-14T16:31:22.000Z,13,25.0,and this is going to be hottest december on the record,Neutral
2023-12-14T16:25:05.000Z,0,6.0,a terra no tem  anos nem  milho de anos o nosso planeta tem  mil milhes de anos h  milhes de anos durante um recuo sem precedentes dos glaciares indica que as temperaturas aumentaram significativamente perto do final do neoproterozico atingindo uma mdia global superior a  quando a mdia global de hoje  inferior a  ao reconstruir as temperaturas do on fanerozico ou aproximadamente no ltimo meio milho de anos as temperaturas quentes dominaram a maior parte desse tempo com as temperaturas globais a subir repetidamente acima dos  e at dos  de temperatura media h cerca de  milhes de anos perto do equador a temperatura mdia estava nos  impossibilitando a vida nessa regioa terra no tem  anos nem  milho de anos o nosso planeta tem  mil milhes de anos h  milhes de anos durante um recuo sem precedentes dos glaciares indica que as temperaturas aumentaram significativamente perto do final do neoproterozico atingindo uma mdia global superior a  quando a mdia global de hoje  inferior a  ao reconstruir as temperaturas do on fanerozico ou aproximadamente no ltimo meio milho de anos as temperaturas quentes dominaram a maior parte desse tempo com as temperaturas globais a subir repetidamente acima dos  e at dos  de temperatura media h cerca de  milhes de anos perto do equador a temperatura mdia estava nos  impossibilitando a vida nessa regio,Positive
2023-12-14T16:24:32.000Z,11,58.0,in my opinion there is no such thing as a physical global temperature secondly nasa is involved in ranking years based on global temperatures that are made up different datasets for each year in my opinion this ranking is not credible because the dataset input are not the same year after year,Negative
2023-12-14T16:17:28.000Z,46,3.0,waiting for the science illiterates to come tell us how its all a scam because math and chemistry eludes them,Neutral
2023-12-14T16:14:23.000Z,32,3.0,gosh if only people had been warning about literally this exact scenario for i dunno  years,Positive
2022-12-22T20:57:23.000Z,2,,deniers simply do not care i fear us humans have done irreparable damage to earth and that our arrogance indifference and greed are going to perpetuate more of it,Positive
2022-12-22T20:45:56.000Z,3,,second order trends too,Neutral
2022-12-22T20:15:43.000Z,0,,and the destabilization of the polar vortex is probably due to global warming  loss of sea ice causes warming in higher latitudes causing the polar vortex to dip into lower latitudes,Negative
2022-12-22T19:50:20.000Z,1,1.0,the clue is in the adjective global   there is always spatial  and therefore local variation in cold and warm  but overall the global trend over years is  unequivocally upwards,Neutral
2022-12-22T19:39:27.000Z,3,7.0,the worlds population has been increasing too  its an exponential curve  so more people around to make a mess of things ,Positive
2022-12-22T18:08:10.000Z,0,,definitely not the case the last snowy christmas here was some  years ago,Neutral
2022-12-22T18:05:58.000Z,0,,the  only solution is back to  nature,Neutral
2022-12-22T17:55:09.000Z,3,3.0,then dont use some very hot days in the summer as an evidence its getting warmer,Positive
2022-12-22T17:54:41.000Z,0,,also climate change involves severe weather of all kinds,Neutral
2022-12-22T17:51:29.000Z,0,,with cold temperatures ignoring change in albedo the earth is heating up faster because the radiation out to space is less the incoming radiation at the top of the atmosphere is the same with or without the cold,Negative
2022-12-22T17:46:40.000Z,1,2.0,"thank you
do you happen to have a global temperature graph for the last  years",Neutral
2022-12-22T17:44:23.000Z,0,,ice on fire documentary presents a through explanation of the cyclical extremes results from global warming,Neutral
2022-12-22T17:41:51.000Z,6,,deniers will continue to be deniers because they lack the ability to process scientific data thats different from what they believe are the facts,Neutral
2022-12-22T17:21:37.000Z,0,,one can only hope for a peak ,Neutral
2022-12-22T17:19:51.000Z,1,5.0,what is the error margin for the temperature estimations from  years ago,Neutral
2022-12-22T17:12:57.000Z,3,,we all should volenteerly help in reducing globall warming,Neutral
2022-12-22T17:01:12.000Z,1,,sergio yepes,Neutral
2022-12-22T17:00:08.000Z,12,1.0,were experiencing severe abnormal weather patterns climate change is a real threat and sadly i believe we are too late,Negative
